1/1 feasible solution given by solution candidate storage, new primal bound 9.920000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 1251 variables (1200 bin, 0 int, 51 cont) and 1525 constraints
   1525 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   601 |     - |  9350k |   0 |1251 |1525 |1525 |   0 |  0 |   0 |   0 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  0.0s|     1 |     2 |   678 |     - |  9537k |   0 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  0.1s|   100 |    97 |  1496 |   9.0 |    10M |  45 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  0.3s|   200 |   189 |  3668 |  15.4 |    10M |  46 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  0.4s|   300 |   279 |  5373 |  16.0 |    10M |  47 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  0.5s|   400 |   367 |  7011 |  16.1 |    10M |  47 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  0.6s|   500 |   465 |  8627 |  16.1 |    10M |  54 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  0.7s|   600 |   557 | 10171 |  16.0 |    10M |  55 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  0.8s|   700 |   653 | 11397 |  15.4 |    11M |  58 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  0.9s|   800 |   743 | 12376 |  14.7 |    11M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  1.0s|   900 |   837 | 13406 |  14.2 |    11M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  1.1s|  1000 |   927 | 14475 |  13.9 |    11M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  1.2s|  1100 |  1021 | 15429 |  13.5 |    11M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  1.3s|  1200 |  1115 | 16651 |  13.4 |    11M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  1.4s|  1300 |  1213 | 18068 |  13.4 |    12M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  1.5s|  1400 |  1293 | 19627 |  13.6 |    12M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  1.6s|  1500 |  1375 | 20879 |  13.5 |    12M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  1.7s|  1600 |  1469 | 22431 |  13.7 |    12M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  1.8s|  1700 |  1563 | 23801 |  13.7 |    12M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  1.9s|  1800 |  1663 | 25239 |  13.7 |    12M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  2.0s|  1900 |  1763 | 26119 |  13.4 |    13M |  65 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  2.1s|  2000 |  1851 | 26859 |  13.1 |    13M |  75 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  2.2s|  2100 |  1945 | 27651 |  12.9 |    13M |  75 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  2.3s|  2200 |  2029 | 28437 |  12.7 |    13M |  84 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  2.4s|  2300 |  2109 | 29416 |  12.5 |    13M |  84 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  2.5s|  2400 |  2195 | 30338 |  12.4 |    13M |  95 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  2.6s|  2500 |  2285 | 31037 |  12.2 |    13M |  95 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  2.7s|  2600 |  2363 | 31668 |  12.0 |    14M | 106 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  2.8s|  2700 |  2441 | 32316 |  11.8 |    14M | 121 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  2.8s|  2800 |  2505 | 32687 |  11.5 |    14M | 133 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  2.9s|  2900 |  2571 | 33160 |  11.2 |    14M | 133 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  3.0s|  3000 |  2643 | 33962 |  11.1 |    14M | 133 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  3.4s|  3100 |  2711 | 34649 |  11.0 |    14M | 133 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  3.5s|  3200 |  2795 | 35252 |  10.8 |    14M | 133 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  3.6s|  3300 |  2893 | 35856 |  10.7 |    14M | 133 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  3.7s|  3400 |  2981 | 36627 |  10.6 |    15M | 133 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
  3.8s|  3500 |  3065 | 37208 |  10.5 |    15M | 133 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 4.300000e+01 | 9.920000e+01 | 130.70%| unknown
