1/1 feasible solution given by solution candidate storage, new primal bound 7.700000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 451 variables (420 bin, 0 int, 31 cont) and 1380 constraints
   1380 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   481 |     - |  6039k |   0 | 451 |1380 |1380 |   0 |  0 |   0 |   0 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.1s|     1 |     2 |   623 |     - |  6149k |   0 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.2s|   100 |    67 |  1537 |  10.7 |  6236k |  46 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.2s|   200 |   137 |  2803 |  11.7 |  6354k |  56 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.3s|   300 |   221 |  3807 |  11.1 |  6430k |  56 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.4s|   400 |   279 |  4458 |  10.0 |  6479k |  77 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.4s|   500 |   311 |  5037 |   9.1 |  6680k |  84 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.5s|   600 |   343 |  5671 |   8.7 |  6741k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.5s|   700 |   391 |  6145 |   8.1 |  6741k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.6s|   800 |   413 |  6879 |   8.0 |  6807k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.6s|   900 |   451 |  7389 |   7.7 |  6839k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.7s|  1000 |   479 |  8018 |   7.5 |  6904k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.7s|  1100 |   511 |  8769 |   7.5 |  6904k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.8s|  1200 |   543 |  9809 |   7.8 |  6904k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.8s|  1300 |   559 | 10539 |   7.7 |  6904k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.9s|  1400 |   607 | 11449 |   7.8 |  7207k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.9s|  1500 |   647 | 12382 |   7.9 |  7207k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  1.0s|  1600 |   711 | 13342 |   8.0 |  7207k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  1.1s|  1700 |   739 | 14221 |   8.1 |  7207k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  1.1s|  1800 |   749 | 15036 |   8.1 |  7207k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  1.2s|  1900 |   785 | 15833 |   8.1 |  7403k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  1.2s|  2000 |   835 | 16763 |   8.1 |  7403k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  1.3s|  2100 |   875 | 18136 |   8.4 |  7403k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  1.4s|  2200 |   915 | 20039 |   8.9 |  7403k |  88 | 451 |1380 |1380 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
