1/1 feasible solution given by solution candidate storage, new primal bound 6.210000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 346 variables (210 bin, 0 int, 136 cont) and 1905 constraints
   1905 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   380 |     - |  6913k |   0 | 346 |1905 |1905 |   0 |  0 |   0 |   0 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.1s|     1 |     2 |   432 |     - |  7021k |   0 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.2s|   100 |   101 |  1464 |  10.9 |  7179k |  42 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.2s|   200 |   201 |  2222 |   9.3 |  7319k |  52 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.3s|   300 |   299 |  2979 |   8.7 |  7700k |  55 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.4s|   400 |   399 |  4098 |   9.3 |  7747k |  55 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.5s|   500 |   497 |  4867 |   9.0 |  7747k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.6s|   600 |   589 |  5910 |   9.2 |  7993k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.6s|   700 |   683 |  7027 |   9.5 |  8148k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.7s|   800 |   777 |  8245 |   9.8 |  8210k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.8s|   900 |   867 |  9467 |  10.1 |  8341k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
