1/1 feasible solution given by solution candidate storage, new primal bound 1.062000e+02

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 1251 variables (1200 bin, 0 int, 51 cont) and 4525 constraints
   4525 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |  1429 |     - |    16M |   0 |1251 |4525 |4525 |   0 |  0 |   0 |   0 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  0.5s|     1 |     2 |  1851 |     - |    17M |   0 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  8.2s|   100 |   101 |204293 |2049.1 |    17M |  31 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 15.0s|   200 |   189 |401573 |2010.8 |    17M |  55 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 21.6s|   300 |   263 |589116 |1965.5 |    17M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 26.6s|   400 |   357 |736329 |1841.9 |    17M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 31.8s|   500 |   435 |887112 |1774.9 |    18M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 37.2s|   600 |   513 |  1047k|1745.6 |    18M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 41.5s|   700 |   599 |  1176k|1680.8 |    18M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 48.5s|   800 |   695 |  1369k|1712.7 |    18M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 52.7s|   900 |   781 |  1496k|1662.7 |    19M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 59.2s|  1000 |   875 |  1681k|1681.8 |    19M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 66.5s|  1100 |   973 |  1879k|1708.6 |    19M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 71.6s|  1200 |  1073 |  2021k|1684.6 |    19M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 76.3s|  1300 |  1167 |  2158k|1660.3 |    20M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 81.2s|  1400 |  1263 |  2296k|1640.7 |    20M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 83.5s|  1500 |  1323 |  2369k|1579.5 |    20M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 87.1s|  1600 |  1379 |  2474k|1546.8 |    20M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 89.8s|  1700 |  1445 |  2553k|1502.2 |    20M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 92.4s|  1800 |  1483 |  2629k|1460.9 |    21M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 95.7s|  1900 |  1549 |  2732k|1438.3 |    21M |  73 |1251 |4525 |4525 |   0 |  0 |   0 |  51 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
