1/1 feasible solution given by solution candidate storage, new primal bound 7.700000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 451 variables (420 bin, 0 int, 31 cont) and 540 constraints
    540 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   179 |     - |  3895k |   0 | 451 | 540 | 540 |   0 |  0 |   0 |   0 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.0s|     1 |     2 |   180 |     - |  3965k |   0 | 451 | 540 | 540 |   0 |  0 |   0 |  20 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.1s|   100 |    47 |   621 |   4.5 |  4044k |  43 | 451 | 540 | 540 |   0 |  0 |   0 |  20 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.1s|   200 |   107 |   900 |   3.6 |  4147k |  49 | 451 | 540 | 540 |   0 |  0 |   0 |  20 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.1s|   300 |   155 |  1175 |   3.3 |  4193k |  63 | 451 | 540 | 540 |   0 |  0 |   0 |  20 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.2s|   400 |   185 |  1447 |   3.2 |  4193k |  69 | 451 | 540 | 540 |   0 |  0 |   0 |  20 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.2s|   500 |   221 |  1696 |   3.0 |  4242k |  72 | 451 | 540 | 540 |   0 |  0 |   0 |  20 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.2s|   600 |   251 |  1930 |   2.9 |  4273k |  72 | 451 | 540 | 540 |   0 |  0 |   0 |  20 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.3s|   700 |   279 |  2151 |   2.8 |  4335k |  80 | 451 | 540 | 540 |   0 |  0 |   0 |  20 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.3s|   800 |   309 |  2390 |   2.8 |  4335k |  80 | 451 | 540 | 540 |   0 |  0 |   0 |  20 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.3s|   900 |   335 |  2608 |   2.7 |  4335k |  80 | 451 | 540 | 540 |   0 |  0 |   0 |  20 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
