1/1 feasible solution given by solution candidate storage, new primal bound 9.340000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 651 variables (600 bin, 0 int, 51 cont) and 3625 constraints
   3625 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   541 |     - |    12M |   0 | 651 |3625 |3625 |   0 |  0 |   0 |   0 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.1s|     1 |     2 |   552 |     - |    12M |   0 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.2s|   100 |   101 |  1895 |  13.7 |    12M |  85 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.4s|   200 |   193 |  3779 |  16.3 |    13M | 130 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.6s|   300 |   293 |  9234 |  29.1 |    13M | 130 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.8s|   400 |   381 | 12753 |  30.6 |    13M | 156 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.0s|   500 |   469 | 14648 |  28.3 |    13M | 156 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.1s|   600 |   565 | 16579 |  26.8 |    13M | 156 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.3s|   700 |   641 | 19679 |  27.4 |    13M | 156 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.5s|   800 |   725 | 24207 |  29.6 |    13M | 156 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.6s|   900 |   813 | 27259 |  29.7 |    15M | 156 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.9s|  1000 |   911 | 32923 |  32.4 |    15M | 156 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.0s|  1100 |   995 | 35765 |  32.1 |    15M | 156 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
