1/1 feasible solution given by solution candidate storage, new primal bound 6.210000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 451 variables (420 bin, 0 int, 31 cont) and 1590 constraints
   1590 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   500 |     - |  6755k |   0 | 451 |1590 |1590 |   0 |  0 |   0 |   0 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.8s|     1 |     2 |   606 |     - |  6896k |   0 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.7s|   100 |    95 | 41845 | 417.6 |  7011k |  19 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
  2.4s|   200 |   183 | 73930 | 369.0 |  7157k |  59 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
  3.0s|   300 |   251 |105675 | 351.8 |  7157k |  68 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
  3.7s|   400 |   313 |138171 | 345.0 |  7276k |  68 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
  4.6s|   500 |   393 |181013 | 361.7 |  7448k |  68 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
  5.2s|   600 |   489 |210597 | 350.7 |  7480k |  68 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
  5.7s|   700 |   579 |232762 | 332.3 |  7480k | 105 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
  6.5s|   800 |   625 |264840 | 330.8 |  7717k | 107 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
  7.0s|   900 |   659 |287345 | 319.1 |  7717k | 107 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
  7.1s|  1000 |   701 |293877 | 293.7 |  7840k | 107 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
  7.2s|  1100 |   747 |295952 | 268.8 |  7840k | 107 | 451 |1590 |1590 |   0 |  0 |   0 |  47 | 3.000000e+01 | 6.210000e+01 | 107.00%|  11.14%
