1/1 feasible solution given by solution candidate storage, new primal bound 7.700000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 451 variables (420 bin, 0 int, 31 cont) and 2010 constraints
   2010 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   506 |     - |  7077k |   0 | 451 |2010 |2010 |   0 |  0 |   0 |   0 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.1s|     1 |     2 |   639 |     - |  7201k |   0 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.2s|   100 |    87 |  2006 |  15.2 |  7841k |  61 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.3s|   200 |   139 |  3079 |  12.9 |  7961k |  66 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.4s|   300 |   211 |  7161 |  22.3 |  7992k |  66 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.6s|   400 |   299 | 15523 |  37.6 |  8314k |  66 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.8s|   500 |   397 | 20763 |  40.6 |  8375k |  66 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%| unknown
  0.9s|   600 |   475 | 25364 |  41.5 |  8375k |  66 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  1.1s|   700 |   545 | 29755 |  41.8 |  8472k |  66 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  1.2s|   800 |   601 | 31957 |  39.4 |  8730k |  66 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  1.3s|   900 |   645 | 34393 |  37.7 |  8730k |  66 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  1.3s|  1000 |   687 | 36209 |  35.7 |  8853k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  1.4s|  1100 |   715 | 38449 |  34.5 |  8853k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  1.5s|  1200 |   747 | 41197 |  33.9 |  8853k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  1.7s|  1300 |   819 | 44661 |  34.0 |  8853k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  1.8s|  1400 |   877 | 47840 |  33.8 |  9115k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  1.9s|  1500 |   921 | 50484 |  33.3 |  9115k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  2.0s|  1600 |   957 | 53134 |  32.9 |  9115k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  2.0s|  1700 |   999 | 54433 |  31.7 |  9180k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  2.2s|  1800 |  1033 | 57964 |  31.9 |  9180k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  2.2s|  1900 |  1081 | 59881 |  31.3 |  9180k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
  2.3s|  2000 |  1125 | 61931 |  30.7 |  9180k |  81 | 451 |2010 |2010 |   0 |  0 |   0 |  37 | 5.000000e+01 | 7.700000e+01 |  54.00%|   4.86%
