1/1 feasible solution given by solution candidate storage, new primal bound 9.340000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 1251 variables (1200 bin, 0 int, 51 cont) and 1525 constraints
   1525 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   601 |     - |  9350k |   0 |1251 |1525 |1525 |   0 |  0 |   0 |   0 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.0s|     1 |     2 |   665 |     - |  9537k |   0 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.2s|   100 |    97 |  2017 |  14.3 |    10M |  28 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.3s|   200 |   197 |  3808 |  16.1 |    10M |  28 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.4s|   300 |   285 |  5167 |  15.3 |    10M |  45 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.5s|   400 |   373 |  6958 |  15.9 |    10M |  51 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.6s|   500 |   465 |  8144 |  15.1 |    10M |  63 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.7s|   600 |   551 |  9350 |  14.6 |    10M |  63 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.8s|   700 |   641 | 10401 |  14.0 |    11M |  66 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  0.9s|   800 |   719 | 11504 |  13.6 |    11M |  69 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.0s|   900 |   819 | 12727 |  13.5 |    11M |  69 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.1s|  1000 |   903 | 14388 |  13.8 |    11M |  69 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.2s|  1100 |   995 | 15779 |  13.8 |    11M |  69 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.3s|  1200 |  1077 | 17067 |  13.7 |    11M |  69 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.4s|  1300 |  1171 | 18889 |  14.1 |    11M |  69 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  1.5s|  1400 |  1261 | 20396 |  14.1 |    12M |  69 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.6s|  1500 |  1345 | 21910 |  14.2 |    12M |  69 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.7s|  1600 |  1443 | 23662 |  14.4 |    12M |  69 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.8s|  1700 |  1537 | 25007 |  14.4 |    12M |  69 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  1.9s|  1800 |  1621 | 26222 |  14.2 |    12M |  71 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.0s|  1900 |  1705 | 27595 |  14.2 |    12M |  71 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.1s|  2000 |  1795 | 28960 |  14.2 |    13M |  71 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.2s|  2100 |  1891 | 30647 |  14.3 |    13M |  71 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.3s|  2200 |  1983 | 32281 |  14.4 |    13M |  71 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.4s|  2300 |  2083 | 34012 |  14.5 |    13M |  71 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.5s|  2400 |  2179 | 35575 |  14.6 |    13M |  71 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.6s|  2500 |  2273 | 37019 |  14.6 |    13M |  71 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.7s|  2600 |  2363 | 37641 |  14.3 |    14M |  75 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.8s|  2700 |  2463 | 38746 |  14.1 |    14M |  75 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  2.9s|  2800 |  2561 | 40247 |  14.2 |    14M |  75 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  3.0s|  2900 |  2655 | 41535 |  14.1 |    14M |  75 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
  3.1s|  3000 |  2753 | 43228 |  14.2 |    14M |  75 |1251 |1525 |1525 |   0 |  0 |   0 |  20 | 3.600000e+01 | 9.340000e+01 | 159.44%| unknown
