1/1 feasible solution given by solution candidate storage, new primal bound 6.210000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 451 variables (420 bin, 0 int, 31 cont) and 540 constraints
    540 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   154 |     - |  3895k |   0 | 451 | 540 | 540 |   0 |  0 |   0 |   0 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.0s|     1 |     2 |   155 |     - |  3977k |   0 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.1s|   100 |    89 |   664 |   5.2 |  4066k |  22 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   5.16%
  0.1s|   200 |   171 |  1009 |   4.3 |  4192k |  39 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   5.16%
  0.1s|   300 |   247 |  1359 |   4.0 |  4225k |  48 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
  0.2s|   400 |   303 |  1741 |   4.0 |  4272k |  54 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
  0.2s|   500 |   351 |  2058 |   3.8 |  4333k |  54 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
  0.3s|   600 |   397 |  2374 |   3.7 |  4333k |  54 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
  0.3s|   700 |   439 |  2676 |   3.6 |  4399k |  54 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
  0.3s|   800 |   477 |  2998 |   3.6 |  4559k |  56 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
  0.4s|   900 |   507 |  3313 |   3.5 |  4684k |  56 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
  0.4s|  1000 |   537 |  3659 |   3.5 |  4684k |  63 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
  0.4s|  1100 |   569 |  3987 |   3.5 |  4684k |  63 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
  0.5s|  1200 |   601 |  4311 |   3.5 |  4684k |  63 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
  0.5s|  1300 |   631 |  4606 |   3.4 |  4807k |  63 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.5s|  1400 |   665 |  4965 |   3.4 |  4808k |  63 | 451 | 540 | 540 |   0 |  0 |   0 |  38 | 3.000000e+01 | 6.210000e+01 | 107.00%|   7.45%
