1/1 feasible solution given by solution candidate storage, new primal bound 6.210000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 451 variables (420 bin, 0 int, 31 cont) and 1380 constraints
   1380 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   466 |     - |  6039k |   0 | 451 |1380 |1380 |   0 |  0 |   0 |   0 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.1s|     1 |     2 |   604 |     - |  6132k |   0 | 451 |1380 |1380 |   0 |  0 |   0 |  19 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.1s|   100 |    91 |  2051 |  16.0 |  6271k |  32 | 451 |1380 |1380 |   0 |  0 |   0 |  19 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.2s|   200 |   173 |  3196 |  13.7 |  6372k |  35 | 451 |1380 |1380 |   0 |  0 |   0 |  19 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.3s|   300 |   251 |  4226 |  12.6 |  6476k |  55 | 451 |1380 |1380 |   0 |  0 |   0 |  19 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.3s|   400 |   321 |  5066 |  11.5 |  6567k |  71 | 451 |1380 |1380 |   0 |  0 |   0 |  19 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.4s|   500 |   359 |  6135 |  11.4 |  6628k |  71 | 451 |1380 |1380 |   0 |  0 |   0 |  19 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.4s|   600 |   387 |  7294 |  11.4 |  6739k |  71 | 451 |1380 |1380 |   0 |  0 |   0 |  19 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.5s|   700 |   411 |  8403 |  11.4 |  6739k |  71 | 451 |1380 |1380 |   0 |  0 |   0 |  19 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
  0.6s|   800 |   455 |  9118 |  10.8 |  6804k |  71 | 451 |1380 |1380 |   0 |  0 |   0 |  19 | 3.200000e+01 | 6.210000e+01 |  94.06%| unknown
