1/1 feasible solution given by solution candidate storage, new primal bound 1.062000e+02

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 651 variables (600 bin, 0 int, 51 cont) and 3625 constraints
   3625 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   414 |     - |    12M |   0 | 651 |3625 |3625 |   0 |  0 |   0 |   0 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  0.3s|     1 |     2 |   431 |     - |    12M |   0 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  0.5s|   100 |   101 |  1894 |  14.9 |    12M |  99 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  0.6s|   200 |   197 |  3665 |  16.3 |    13M | 197 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  0.8s|   300 |   295 |  5995 |  18.7 |    13M | 226 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  0.9s|   400 |   393 |  7760 |  18.4 |    13M | 226 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  1.0s|   500 |   491 |  8751 |  16.7 |    13M | 226 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  1.2s|   600 |   581 | 11561 |  18.6 |    13M | 226 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  1.3s|   700 |   679 | 12489 |  17.3 |    13M | 226 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  1.5s|   800 |   773 | 13684 |  16.6 |    14M | 226 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  1.6s|   900 |   869 | 14575 |  15.8 |    15M | 226 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  1.7s|  1000 |   963 | 16337 |  15.9 |    15M | 226 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  1.8s|  1100 |  1059 | 17333 |  15.4 |    15M | 226 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  2.0s|  1200 |  1149 | 18807 |  15.3 |    15M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  2.1s|  1300 |  1235 | 20522 |  15.5 |    15M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  2.3s|  1400 |  1321 | 22267 |  15.6 |    15M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  2.4s|  1500 |  1397 | 26202 |  17.2 |    15M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  2.6s|  1600 |  1475 | 29469 |  18.2 |    15M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  2.8s|  1700 |  1557 | 32247 |  18.7 |    15M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  3.0s|  1800 |  1639 | 36017 |  19.8 |    15M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  3.2s|  1900 |  1733 | 39831 |  20.8 |    15M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  3.3s|  2000 |  1819 | 42381 |  21.0 |    17M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  3.5s|  2100 |  1915 | 44275 |  20.9 |    17M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  3.6s|  2200 |  1995 | 46689 |  21.0 |    17M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  3.9s|  2300 |  2083 | 51608 |  22.3 |    17M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
  4.0s|  2400 |  2177 | 54549 |  22.6 |    17M | 228 | 651 |3625 |3625 |   0 |  0 |   0 |  37 | 3.400000e+01 | 1.062000e+02 | 212.35%| unknown
