1/1 feasible solution given by solution candidate storage, new primal bound 6.210000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 346 variables (210 bin, 0 int, 136 cont) and 1905 constraints
   1905 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   328 |     - |  6913k |   0 | 346 |1905 |1905 |   0 |  0 |   0 |   0 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.1s|     1 |     2 |   356 |     - |  7021k |   0 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.2s|   100 |    97 |  1004 |   6.8 |  7179k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.2s|   200 |   181 |  2022 |   8.5 |  7319k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.3s|   300 |   277 |  2765 |   8.2 |  7634k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.4s|   400 |   369 |  3547 |   8.1 |  7747k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.5s|   500 |   455 |  4947 |   9.3 |  7747k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.5s|   600 |   539 |  6274 |   9.9 |  8025k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.6s|   700 |   609 |  7632 |  10.4 |  8025k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.7s|   800 |   703 |  8449 |  10.2 |  8148k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.8s|   900 |   785 | 10074 |  10.8 |  8341k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.9s|  1000 |   865 | 11263 |  10.9 |  8341k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.0s|  1100 |   959 | 12696 |  11.3 |  8341k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.0s|  1200 |  1057 | 13837 |  11.3 |  8341k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.1s|  1300 |  1151 | 14855 |  11.2 |  8833k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  1.2s|  1400 |  1231 | 16259 |  11.4 |  8898k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.3s|  1500 |  1321 | 17270 |  11.3 |  8898k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.4s|  1600 |  1407 | 18319 |  11.3 |  9143k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.4s|  1700 |  1481 | 19737 |  11.4 |  9267k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.5s|  1800 |  1569 | 20997 |  11.5 |  9267k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.6s|  1900 |  1653 | 22352 |  11.6 |  9396k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.7s|  2000 |  1739 | 23429 |  11.6 |  9396k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.8s|  2100 |  1819 | 24908 |  11.7 |  9659k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.8s|  2200 |  1913 | 26466 |  11.9 |  9724k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.9s|  2300 |  1999 | 28403 |  12.2 |  9724k |  81 | 346 |1905 |1905 |   0 |  0 |   0 |  37 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
