1/1 feasible solution given by solution candidate storage, new primal bound 6.210000e+01

presolving:
presolving (0 rounds: 0 fast, 0 medium, 0 exhaustive):
 0 deleted vars, 0 deleted constraints, 0 added constraints, 0 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques, 0 implied integral variables (0 bin, 0 int, 0 cont)
presolved problem has 451 variables (420 bin, 0 int, 31 cont) and 2010 constraints
   2010 constraints of type <linear>
Presolving Time: 0.00
transformed 1/1 original solutions to the transformed problem space

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   492 |     - |  7077k |   0 | 451 |2010 |2010 |   0 |  0 |   0 |   0 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.1s|     1 |     2 |   588 |     - |  7201k |   0 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.2s|   100 |    95 |  2279 |  18.1 |  7833k |  32 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.3s|   200 |   163 |  4079 |  18.0 |  7961k |  59 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.4s|   300 |   243 |  7799 |  24.4 |  8058k |  71 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.6s|   400 |   327 | 16878 |  41.1 |  8314k |  71 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  0.8s|   500 |   417 | 24395 |  47.9 |  8375k |  71 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.0s|   600 |   489 | 30067 |  49.4 |  8440k |  71 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.1s|   700 |   571 | 36126 |  51.0 |  8440k |  71 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.3s|   800 |   649 | 39833 |  49.2 |  8730k |  71 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.4s|   900 |   713 | 44460 |  48.9 |  8853k |  71 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.5s|  1000 |   761 | 49437 |  49.0 |  8853k |  71 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.7s|  1100 |   817 | 53408 |  48.1 |  8853k |  75 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.8s|  1200 |   869 | 57052 |  47.2 |  8853k |  88 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  1.9s|  1300 |   901 | 60893 |  46.5 |  9115k |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  2.0s|  1400 |   951 | 64540 |  45.8 |  9115k |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  2.1s|  1500 |  1007 | 67224 |  44.5 |  9115k |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  2.2s|  1600 |  1049 | 70087 |  43.5 |  9180k |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  2.4s|  1700 |  1095 | 74227 |  43.4 |  9180k |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  2.5s|  1800 |  1139 | 77644 |  42.9 |  9180k |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  2.6s|  1900 |  1183 | 81787 |  42.8 |  9696k |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  2.8s|  2000 |  1231 | 87110 |  43.3 |  9696k |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  2.9s|  2100 |  1271 | 90169 |  42.7 |  9696k |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  2.9s|  2200 |  1325 | 91762 |  41.5 |  9942k |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  3.0s|  2300 |  1377 | 93598 |  40.5 |    10M |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  3.1s|  2400 |  1439 | 95277 |  39.5 |    10M |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  3.2s|  2500 |  1509 | 97111 |  38.7 |    10M |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  3.3s|  2600 |  1579 | 99542 |  38.1 |    10M |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  3.4s|  2700 |  1661 |101445 |  37.4 |    10M |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
  3.6s|  2800 |  1713 |106513 |  37.9 |    10M |  96 | 451 |2010 |2010 |   0 |  0 |   0 |  29 | 3.000000e+01 | 6.210000e+01 | 107.00%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
